,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
22,"frozenset({'queue_3rd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.08835150657193287,0.6352599654155953,0.08835150657193287,1.0,1.574158697921074,0.032225331562631056,inf
23,"frozenset({'queue_3rd', 'mean_util_low', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.05503937783910188,0.6352599654155953,0.05503937783910188,1.0,1.574158697921074,0.02007506457653814,inf
24,"frozenset({'mean_util_low', 'cpu_util_2nd'})",frozenset({'low_min_gpu_util'}),0.07484029351945597,0.6352599654155953,0.07481341444839666,0.9996408475996648,1.5735933350462072,0.027270372175534068,1015.5578362944268
25,"frozenset({'mem_util_2nd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.0840418955120911,0.6352599654155953,0.0840239761313849,0.9997867803837954,1.5738230564076583,0.030635524494912844,1710.6307622017948
26,"frozenset({'cpu_util_3rd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.060603345548377846,0.6352599654155953,0.060585426167671645,0.9997043169722059,1.5736932459110442,0.022086546970539765,1233.5507969646976
27,"frozenset({'mem_util_1st', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.09256256103789053,0.6352599654155953,0.09256256103789053,1.0,1.574158697921074,0.033761271714181265,inf
28,"frozenset({'mem_util_1st', 'mean_util_low', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.05354310955013395,0.6352599654155953,0.05354310955013395,1.0,1.574158697921074,0.01952931562907243,inf
29,"frozenset({'mem_util_1st', 'cpu_util_1st'})",frozenset({'mean_util_low'}),0.07940973559953768,0.31890225873793804,0.0557919918287624,0.7025837752454023,2.203132013005776,0.030468047780287385,2.2900490443117056
30,"frozenset({'mem_util_1st', 'low_min_gpu_util', 'cpu_util_1st'})",frozenset({'mean_util_low'}),0.07029773051043356,0.31890225873793804,0.0557919918287624,0.7936528167218965,2.488702400110909,0.03337388678483427,3.300736799223062
31,"frozenset({'mem_util_1st', 'cpu_util_1st', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.0557919918287624,0.6352599654155953,0.0557919918287624,1.0,1.574158697921074,0.020349573029155625,inf
32,"frozenset({'mem_util_1st', 'cpu_util_1st'})","frozenset({'low_min_gpu_util', 'mean_util_low'})",0.07940973559953768,0.3188395409054663,0.0557919918287624,0.7025837752454023,2.2035653835473106,0.030473028186781343,2.2902599199373492
33,"frozenset({'runtime_2nd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.08782288484109989,0.6352599654155953,0.08781392515074679,0.9998979800040808,1.573998102257136,0.03202356236389187,3575.1818189967194
34,"frozenset({'queue_4th', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.07449086559568502,0.6352599654155953,0.0744550268342726,0.9995188838104401,1.5734013446865678,0.02713396213217998,758.1121618834516
35,"frozenset({'queue_4th', 'mean_util_low', 'wait >= run'})",frozenset({'low_min_gpu_util'}),0.050362419474782955,0.6352599654155953,0.050326580713370546,0.9992883828500266,1.5730384995948536,0.018333351859574222,512.5509335996984
36,"frozenset({'mean_util_low', 'wait >= run'})",frozenset({'low_min_gpu_util'}),0.09512503247887753,0.6352599654155953,0.09508023402711202,0.9995290571724592,1.5734173591728773,0.0346511091844229,774.4889894364406
