,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
10,"frozenset({'freq_user', 'runtime_3rd'})","frozenset({'low_min_gpu_util', 'top_vc'})",0.0743923090018009,0.3035722285437815,0.05612350037182715,0.754426111044201,2.485161816886675,0.033540061341632836,2.8359194636591387
11,frozenset({'cpu_util_1st'}),frozenset({'low_min_gpu_util'}),0.2226303858938635,0.6352599654155953,0.17873686285401977,0.8028412749517064,1.2637995760152732,0.03730869161062342,1.8499817063387
12,"frozenset({'cpu_util_1st', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.15115893594717367,0.6352599654155953,0.11240827517001012,0.7436429375852054,1.1706119983473295,0.01638305474795039,1.4227813002250849
13,"frozenset({'cpu_util_1st', 'runtime_1st'})",frozenset({'24GB_GPU'}),0.06312997822795244,0.3418659451129369,0.05338183512377812,0.8455861481691741,2.473443641453761,0.031799845451920036,4.262143888542509
14,"frozenset({'cpu_util_1st', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.056535646128069814,0.6352599654155953,0.051975163738341205,0.9193343898573693,1.4471782260919415,0.01606033113427524,4.521629898286039
15,"frozenset({'cpu_util_1st', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.13309620019532126,0.6352599654155953,0.13309620019532126,1.0,1.574158697921074,0.04854551266229433,inf
16,"frozenset({'cpu_util_1st', 'low_min_gpu_util'})",frozenset({'mean_util_low'}),0.17873686285401977,0.31890225873793804,0.13309620019532126,0.744648854579177,2.335037881281053,0.07609661091144129,2.6672985552487
17,"frozenset({'cpu_util_1st', 'mean_util_low', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.07785970916845114,0.6352599654155953,0.07785970916845114,1.0,1.574158697921074,0.028398553014832566,inf
18,"frozenset({'cpu_util_1st', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.10477461898916773,0.6352599654155953,0.09000904928725663,0.8590730289037113,1.3523172805981793,0.02344992845176576,2.5881492502609396
19,"frozenset({'cpu_util_1st', 'mean_util_low', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.06945551961724203,0.6352599654155953,0.06945551961724203,1.0,1.574158697921074,0.025333208627270662,inf
20,"frozenset({'cpu_util_1st', 'low_min_gpu_util', 'top_vc'})",frozenset({'mean_util_low'}),0.09000904928725663,0.31890225873793804,0.06945551961724203,0.7716504081226359,2.419708192649552,0.0407514304926815,2.9826974318738775
21,"frozenset({'cpu_util_1st', 'top_vc', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.0667048946788399,0.6352599654155953,0.05405381190026073,0.8103425117528542,1.2756077131709658,0.011678862813529964,1.923151244674853
22,frozenset({'mem_util_3rd'}),frozenset({'low_min_gpu_util'}),0.22242431301574217,0.6352599654155953,0.16471494745141607,0.7405438066465256,1.1657334744242105,0.023417686057448178,1.4057865794997433
23,"frozenset({'mem_util_3rd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.09769646361021764,0.6352599654155953,0.07461630126062843,0.7637564196625091,1.2022738111047968,0.012553649166375615,1.5439151153370914
24,"frozenset({'mem_util_3rd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.07290500040318607,0.6352599654155953,0.07289604071283297,0.999877104583999,1.5739652410330416,0.02658241267808103,2967.889661413676
25,"frozenset({'mem_util_3rd', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.0666421768463682,0.6352599654155953,0.06251175959358844,0.9380209733799407,1.476593874078426,0.0201766526349446,5.884894527632966
26,"frozenset({'mean_util_3rd', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.08096872172097733,0.6352599654155953,0.07679350601643208,0.9484342148943233,1.4929859687818443,0.025357318656219062,7.0732954775520716
27,"frozenset({'high_max_gpu_util', 'mean_util_3rd'})",frozenset({'low_min_gpu_util'}),0.08495578392810745,0.6352599654155953,0.07910510612753223,0.9311326724319763,1.4657505952272898,0.025136097767507908,5.296271068804473
28,frozenset({'mean_util_low'}),frozenset({'low_min_gpu_util'}),0.31890225873793804,0.6352599654155953,0.3188395409054663,0.9998033321158654,1.5738491114606619,0.11625370304864857,1854.5988644221395
29,"frozenset({'mean_util_low', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.17149743304871384,0.6352599654155953,0.17147055397765454,0.9998432683767828,1.5739119774731476,0.06252510059026521,2327.1630006602113
30,"frozenset({'mean_util_low', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.11315192946931754,0.6352599654155953,0.11310713101755203,0.9996040858341911,1.5735354661933358,0.0412262402161655,921.2603793532634
31,"frozenset({'mean_util_low', 'top_vc', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.05722554228525862,0.6352599654155953,0.05720762290455242,0.999686863942383,1.5736657720723437,0.02085452689153034,1164.79730044558
32,"frozenset({'mean_util_low', 'queue_2nd'})",frozenset({'low_min_gpu_util'}),0.0795799697162466,0.6352599654155953,0.0795530906451873,0.9996622382346319,1.5736270073002947,0.028999121835470362,1079.8736623929283
33,frozenset({'runtime_3rd'}),frozenset({'low_min_gpu_util'}),0.2500380786840007,0.6352599654155953,0.18419331427905852,0.7366610527824561,1.1596214036571988,0.025354133061678358,1.385059211477342
34,"frozenset({'runtime_3rd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.16441031797941064,0.6352599654155953,0.12194138570571002,0.7416893732970028,1.1675367781311075,0.017498092792142594,1.4120210199628331
35,"frozenset({'mean_util_low', 'runtime_3rd'})",frozenset({'low_min_gpu_util'}),0.09326141688543244,0.6352599654155953,0.09326141688543244,1.0,1.574158697921074,0.03401617242018321,inf
36,"frozenset({'mean_util_low', 'runtime_3rd'})",frozenset({'top_vc'}),0.09326141688543244,0.4651871231330245,0.06557597369434913,0.7031415121529446,1.5115240237461922,0.02219196347410514,1.8015751570577183
37,"frozenset({'mean_util_low', 'low_min_gpu_util', 'runtime_3rd'})",frozenset({'top_vc'}),0.09326141688543244,0.4651871231330245,0.06557597369434913,0.7031415121529446,1.5115240237461922,0.02219196347410514,1.8015751570577183
38,"frozenset({'mean_util_low', 'runtime_3rd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.06557597369434913,0.6352599654155953,0.06557597369434913,1.0,1.574158697921074,0.023918182913182914,inf
39,"frozenset({'mean_util_low', 'runtime_3rd'})","frozenset({'low_min_gpu_util', 'top_vc'})",0.09326141688543244,0.3035722285437815,0.06557597369434913,0.7031415121529446,2.316224759840101,0.03726439753328775,2.345992450837469
40,"frozenset({'runtime_3rd', 'queue_4th'})",frozenset({'low_min_gpu_util'}),0.08781392515074679,0.6352599654155953,0.06766358154662175,0.7705336190184675,1.2129421984185238,0.011878910492350674,1.5895140413347046
41,"frozenset({'wait >= run', 'runtime_3rd'})",frozenset({'queue_4th'}),0.06449185116162386,0.2500559980647069,0.06449185116162386,1.0,3.9991042316098744,0.04836527695236348,inf
42,"frozenset({'runtime_3rd', 'queue_4th'})",frozenset({'wait >= run'}),0.08781392515074679,0.2804114289810144,0.06449185116162386,0.7344148556269768,2.6190617775308342,0.039867822925671106,2.709445864217087
43,"frozenset({'mean_util_low', 'cpu_util_4th'})",frozenset({'low_min_gpu_util'}),0.050362419474782955,0.6352599654155953,0.05034450009407675,0.9996441914250133,1.573598598757964,0.018351271240280423,1025.101867199237
44,"frozenset({'cpu_util_4th', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.05504833752945498,0.6352599654155953,0.05034450009407675,0.91455078125,1.439648066995201,0.015374495098929158,4.268500519022062
45,"frozenset({'mean_util_low', 'mem_util_4th'})",frozenset({'low_min_gpu_util'}),0.0686312281047567,0.6352599654155953,0.06859538934334429,0.9994778067885116,1.5733366829352142,0.024996717751086715,698.4771662289534
46,frozenset({'runtime_4th'}),frozenset({'low_min_gpu_util'}),0.2500111996129414,0.6352599654155953,0.21016745661269948,0.8406321674311927,1.3232884381140566,0.051345350593070854,2.2886678491214827
47,"frozenset({'high_max_gpu_util', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.10954117425701768,0.6352599654155953,0.09950632106154411,0.908391951578603,1.4299530916989571,0.029919198491447363,3.981528270382975
48,"frozenset({'24GB_GPU', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.08501850176057915,0.6352599654155953,0.07043212586573008,0.8284329223311203,1.3040848903317066,0.016423275377618847,2.1259325480168414
49,"frozenset({'top_vc', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.11170941932246821,0.6352599654155953,0.09137092222092805,0.817933910811678,1.287557780028803,0.02040640036554066,2.0033386569155773
50,"frozenset({'runtime_4th', 'queue_2nd'})",frozenset({'low_min_gpu_util'}),0.06456352868444866,0.6352599654155953,0.05503041814874878,0.8523452678323621,1.3417267169901803,0.014015793149557136,2.470222452269947
51,"frozenset({'queue_4th', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.07088907007373825,0.6352599654155953,0.0596804974420084,0.8418857431749242,1.3252617652745544,0.01464750923862173,2.3068130724474902
52,"frozenset({'low_min_gpu_util', 'mean_util_4th'})",frozenset({'high_max_gpu_util'}),0.0660329179023573,0.25363987420594747,0.057879599681035024,0.8765264586160109,3.4557912526967245,0.04113101869082946,6.044696842969415
53,"frozenset({'mean_util_low', 'queue_3rd'})",frozenset({'low_min_gpu_util'}),0.08835150657193287,0.6352599654155953,0.08835150657193287,1.0,1.574158697921074,0.032225331562631056,inf
54,"frozenset({'mean_util_low', 'queue_3rd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.05503937783910188,0.6352599654155953,0.05503937783910188,1.0,1.574158697921074,0.02007506457653814,inf
55,frozenset({'cpu_util_2nd'}),frozenset({'low_min_gpu_util'}),0.2226303858938635,0.6352599654155953,0.1558896524536112,0.7002173213135866,1.1022531867807779,0.014461481210214844,1.2166814846762368
56,"frozenset({'cpu_util_2nd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.09649586510290205,0.6352599654155953,0.07234053991094068,0.7496750232126277,1.180107458404341,0.011040579982923175,1.4570660877129227
57,"frozenset({'cpu_util_2nd', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.07484029351945597,0.6352599654155953,0.07481341444839666,0.9996408475996648,1.5735933350462072,0.027270372175534068,1015.5578362944268
58,"frozenset({'cpu_util_2nd', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.06034351452813791,0.6352599654155953,0.05400005375814212,0.8948775055679287,1.4086792089636693,0.01566623480594176,3.469666854415204
59,frozenset({'mem_util_2nd'}),frozenset({'low_min_gpu_util'}),0.22242431301574217,0.6352599654155953,0.1616328139699492,0.726686807653575,1.1439203589323736,0.020335552575981297,1.3345130963239271
60,"frozenset({'mem_util_2nd', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.09825196441210991,0.6352599654155953,0.07346946089543145,0.7477658216304943,1.177102072127741,0.011053921380980214,1.44603731715567
61,"frozenset({'mean_util_low', 'mem_util_2nd'})",frozenset({'low_min_gpu_util'}),0.0840418955120911,0.6352599654155953,0.0840239761313849,0.9997867803837954,1.5738230564076583,0.030635524494912844,1710.6307622017948
62,"frozenset({'mem_util_2nd', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.058148390391628064,0.6352599654155953,0.05330119791060021,0.9166409861325115,1.4429383811914438,0.01636185344144203,4.375532023018089
63,frozenset({'cpu_util_3rd'}),frozenset({'low_min_gpu_util'}),0.2226303858938635,0.6352599654155953,0.15707233158022058,0.7055296200901481,1.1106155881058575,0.015644160336824225,1.238630638151331
64,"frozenset({'top_vc', 'cpu_util_3rd'})",frozenset({'low_min_gpu_util'}),0.09317181998190142,0.6352599654155953,0.06769942030803415,0.7266083277238196,1.143796819068337,0.008511093168623383,1.3341300104267408
65,"frozenset({'mean_util_low', 'cpu_util_3rd'})",frozenset({'low_min_gpu_util'}),0.060603345548377846,0.6352599654155953,0.060585426167671645,0.9997043169722059,1.5736932459110442,0.022086546970539765,1233.5507969646976
66,"frozenset({'cpu_util_3rd', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.05856949583822383,0.6352599654155953,0.05384773902213939,0.9193819795013003,1.4472531397438666,0.016640883121540474,4.524299062767085
67,frozenset({'mem_util_1st'}),frozenset({'low_min_gpu_util'}),0.22242431301574217,0.6352599654155953,0.16971445466844665,0.7630211480362538,1.2011163768789923,0.028417193274478753,1.5391248272238394
68,"frozenset({'mem_util_1st', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.10887815717088817,0.6352599654155953,0.08730322280062001,0.8018433179723503,1.2622286333560688,0.01813728844172785,1.8406648256933922
69,"frozenset({'mean_util_low', 'mem_util_1st'})",frozenset({'low_min_gpu_util'}),0.09256256103789053,0.6352599654155953,0.09256256103789053,1.0,1.574158697921074,0.033761271714181265,inf
70,"frozenset({'mean_util_low', 'top_vc', 'mem_util_1st'})",frozenset({'low_min_gpu_util'}),0.05354310955013395,0.6352599654155953,0.05354310955013395,1.0,1.574158697921074,0.01952931562907243,inf
71,"frozenset({'mem_util_1st', 'runtime_3rd'})",frozenset({'low_min_gpu_util'}),0.06308517977618694,0.6352599654155953,0.05076560554067251,0.8047152393125976,1.2667494933135641,0.010690116417815386,1.8677342425518495
72,"frozenset({'mem_util_1st', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.07294979885495158,0.6352599654155953,0.056177258513945755,0.770081061164333,1.2122298005361254,0.009835171816274586,1.5863853427276824
73,"frozenset({'mem_util_1st', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.060549587406259237,0.6352599654155953,0.05500353907768948,0.9084048535069548,1.429973401381692,0.016538810276060675,3.982089101326993
74,"frozenset({'cpu_util_1st', 'mem_util_1st'})",frozenset({'low_min_gpu_util'}),0.07940973559953768,0.6352599654155953,0.07029773051043356,0.8852533002369402,1.3935291824313154,0.019851904619809686,3.178653811722302
75,"frozenset({'cpu_util_1st', 'mem_util_1st'})",frozenset({'mean_util_low'}),0.07940973559953768,0.31890225873793804,0.0557919918287624,0.7025837752454023,2.203132013005776,0.030468047780287385,2.2900490443117056
76,"frozenset({'cpu_util_1st', 'mean_util_low', 'mem_util_1st'})",frozenset({'low_min_gpu_util'}),0.0557919918287624,0.6352599654155953,0.0557919918287624,1.0,1.574158697921074,0.020349573029155625,inf
77,"frozenset({'cpu_util_1st', 'mem_util_1st', 'low_min_gpu_util'})",frozenset({'mean_util_low'}),0.07029773051043356,0.31890225873793804,0.0557919918287624,0.7936528167218965,2.488702400110909,0.03337388678483427,3.300736799223062
78,"frozenset({'cpu_util_1st', 'mem_util_1st'})","frozenset({'mean_util_low', 'low_min_gpu_util'})",0.07940973559953768,0.3188395409054663,0.0557919918287624,0.7025837752454023,2.2035653835473106,0.030473028186781343,2.2902599199373492
79,"frozenset({'mem_util_1st', 'queue_4th'})",frozenset({'low_min_gpu_util'}),0.06682137065343022,0.6352599654155953,0.05279049556047343,0.7900241351568785,1.2436233639247745,0.010341553950152682,1.7370569463157666
80,"frozenset({'new_user', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.09442617663133562,0.6352599654155953,0.08050281782261605,0.852547680045545,1.3420453459361277,0.02051764812146689,2.4736134005695236
81,"frozenset({'high_max_gpu_util', 'new_user'})",frozenset({'low_min_gpu_util'}),0.07909614643717913,0.6352599654155953,0.06332709141572067,0.8006343452650656,1.2603255184533473,0.013080476165531395,1.8295028552904111
82,"frozenset({'high_max_gpu_util', 'new_user'})",frozenset({'runtime_4th'}),0.07909614643717913,0.2500111996129414,0.056033903468296134,0.7084277299501586,2.8335839796253994,0.036258981012776095,2.5722226611565473
83,"frozenset({'high_max_gpu_util', 'new_user', 'low_min_gpu_util'})",frozenset({'runtime_4th'}),0.06332709141572067,0.2500111996129414,0.05393733592567041,0.8517260894170912,3.406751740464842,0.03810485383282769,5.0581305736027975
84,"frozenset({'high_max_gpu_util', 'new_user', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.056033903468296134,0.6352599654155953,0.05393733592567041,0.9625839462743845,1.5152598915070141,0.018341240346299803,9.74822297560202
85,frozenset({'multi-attempts'}),frozenset({'low_min_gpu_util'}),0.14762881794805172,0.6352599654155953,0.1052226035068228,0.7127511076045396,1.1219833554885654,0.011439925722798255,1.2697700295472716
86,"frozenset({'multi-attempts', 'Failed'})",frozenset({'low_min_gpu_util'}),0.07596921450394674,0.6352599654155953,0.054564514250387504,0.7182450760702913,1.1306317337350327,0.006304313671960361,1.2945294069657463
87,"frozenset({'multi-attempts', 'low_min_gpu_util'})",frozenset({'runtime_4th'}),0.1052226035068228,0.2500111996129414,0.07611256954959636,0.7233480926430517,2.8932627568801474,0.049805740220458694,2.710947513618225
88,"frozenset({'multi-attempts', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.09389755490050264,0.6352599654155953,0.07611256954959636,0.810591603053435,1.2759998224083515,0.016463212070894094,1.9256803841030528
89,"frozenset({'mean_util_low', 'runtime_2nd'})",frozenset({'low_min_gpu_util'}),0.08782288484109989,0.6352599654155953,0.08781392515074679,0.9998979800040808,1.573998102257136,0.03202356236389187,3575.1818189967194
90,"frozenset({'Failed', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.06432161704491493,0.6352599654155953,0.05361478707295876,0.8335422760830199,1.312127823981015,0.012753838853530937,2.191187203582796
91,frozenset({'multigpu'}),frozenset({'low_min_gpu_util'}),0.13302452267249643,0.6352599654155953,0.10024997536085153,0.7536202599851823,1.186317887185216,0.015744821688495392,1.4803978385660634
92,"frozenset({'high_max_gpu_util', 'multigpu'})",frozenset({'low_min_gpu_util'}),0.06605083728306349,0.6352599654155953,0.05689403374219387,0.8613673358654369,1.3559288838576806,0.01493458113408385,2.630981932442499
93,"frozenset({'multigpu', 'new_user'})",frozenset({'low_min_gpu_util'}),0.08162277911675372,0.6352599654155953,0.0622160898119361,0.7622392974753018,1.1998856200179955,0.010364405973102356,1.5340635803619238
94,"frozenset({'multigpu', 'runtime_4th'})",frozenset({'low_min_gpu_util'}),0.0667228140595461,0.6352599654155953,0.058972681904113394,0.8838458439640124,1.3913136228973426,0.016586349352214945,3.140137615664814
95,frozenset({'mean_util_2nd'}),frozenset({'low_min_gpu_util'}),0.12402003386762954,0.6352599654155953,0.1007427583302721,0.812310359774599,1.278705418250582,0.021957795904680805,1.943314687727994
96,frozenset({'queue_4th'}),frozenset({'low_min_gpu_util'}),0.2500559980647069,0.6352599654155953,0.1807707125641738,0.7229209215665198,1.1379922565930556,0.021920147881625912,1.3163752263308097
97,"frozenset({'top_vc', 'queue_4th'})",frozenset({'low_min_gpu_util'}),0.14286226268020177,0.6352599654155953,0.10613649192283915,0.7429288178112261,1.1694878604937626,0.015381815873420482,1.4188289464377493
98,"frozenset({'queue_4th', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.07109514295185958,0.6352599654155953,0.05215435754540323,0.7335853812224323,1.1547798085190388,0.006990459492588114,1.3690691458974704
99,"frozenset({'mean_util_low', 'queue_4th'})",frozenset({'low_min_gpu_util'}),0.07449086559568502,0.6352599654155953,0.0744550268342726,0.9995188838104401,1.5734013446865678,0.02713396213217998,758.1121618834516
100,"frozenset({'wait >= run', 'mean_util_low', 'queue_4th'})",frozenset({'low_min_gpu_util'}),0.050362419474782955,0.6352599654155953,0.050326580713370546,0.9992883828500266,1.5730384995948536,0.018333351859574222,512.5509335996984
101,"frozenset({'wait >= run', 'runtime_2nd'})",frozenset({'queue_4th'}),0.08237539310641424,0.2500559980647069,0.06235048516723262,0.7569066782684359,3.026948699997076,0.04175202402803563,3.085004543084154
102,"frozenset({'runtime_2nd', 'queue_4th'})",frozenset({'wait >= run'}),0.0634166883192517,0.2804114289810144,0.06235048516723262,0.9831873410567956,3.5062313423871303,0.044567720974387645,42.80040256867523
103,"frozenset({'wait >= run', 'mean_util_low'})",frozenset({'low_min_gpu_util'}),0.09512503247887753,0.6352599654155953,0.09508023402711202,0.9995290571724592,1.5734173591728773,0.0346511091844229,774.4889894364406
